PurchaseID,CustomerID,ProductID,ProductDescription,ProductCategory,PurchaseAmount,PurchaseDate
PU01703,C042,P82,Key Organizer,Accessories & Lifestyle,34.49,2024-10-13
PU01704,C421,P33,Bookshelf,Home & Furniture,257.2,2024-01-26
PU01705,C162,P21,Bluetooth Speaker,Tech & Electronics,305.38,2024-09-11
PU01706,C242,P08,Polo Shirt,Clothing & Apparel,75.67,2024-05-24
PU01707,C180,P21,Bluetooth Speaker,Tech & Electronics,189.99,2024-03-23
PU01708,C113,P42,Storage Ottoman,Home & Furniture,160.33,2024-01-05
PU01709,C264,P53,Food Processor,Kitchen & Appliances,259.77,2024-05-18
PU01710,C292,P39,Patio Set,Home & Furniture,392.35,2024-10-17
PU01711,C167,P30,Desktop Computer,Tech & Electronics,158.29,2024-05-16
PU01712,C172,P102,Self-Help Book,Books & Stationery,18.15,2024-02-26
PU01713,C328,P97,Planner,Books & Stationery,46.27,2024-04-26
PU01715,C436,P50,Cookware Set,Kitchen & Appliances,126.97,2024-05-21
PU01719,C170,P82,Key Organizer,Accessories & Lifestyle,68.35,2024-03-08
PU01721,C314,P39,Patio Set,Home & Furniture,147.95,2024-08-30
PU01723,C144,P90,Smart Key Finder,Accessories & Lifestyle,79.66,2024-06-02
PU01724,C019,P54,Rice Cooker,Kitchen & Appliances,51.68,2024-09-25
PU01725,C152,P05,Casual Sneakers,Clothing & Apparel,70.01,2024-08-06
PU01726,C333,P03,Jeans,Clothing & Apparel,111.05,2024-08-27
PU01728,C443,P37,Coffee Table,Home & Furniture,451.06,2024-11-02
PU01729,C417,P108,Building Blocks,Toys & Games,163.21,2024-07-05
PU01730,C010,P104,Art Book,Books & Stationery,16.52,2024-11-21
PU01731,C128,P26,E-Reader,Tech & Electronics,382.25,2024-04-17
PU01733,C183,P30,Desktop Computer,Tech & Electronics,341.0,2024-01-14
PU01734,C395,P104,Art Book,Books & Stationery,13.31,2024-06-29
PU01735,C005,P76,Handbag,Accessories & Lifestyle,79.18,2024-04-14
PU01736,C095,P55,Ice Cream Maker,Kitchen & Appliances,149.04,2024-09-07
PU01737,C313,P120,Toy Train Set,Toys & Games,5.22,2024-08-17
PU01739,C388,P15,Summer Dress,Clothing & Apparel,118.43,2024-11-27
PU01742,C066,P11,Athletic Socks,Clothing & Apparel,70.89,2024-04-04
PU01743,C073,P94,Travel Guide,Books & Stationery,36.26,2024-09-11
PU01744,C132,P97,Planner,Books & Stationery,43.74,2024-07-29
PU01745,C341,P69,Hiking Boots,Fitness & Sports,183.49,2024-12-27
PU01746,C351,P21,Bluetooth Speaker,Tech & Electronics,111.34,2024-05-25
PU01747,C278,P30,Desktop Computer,Tech & Electronics,326.17,2024-05-14
PU01748,C429,P23,4K TV,Tech & Electronics,310.97,2024-01-13
PU01751,C185,P87,Umbrella,Accessories & Lifestyle,43.99,2024-05-03
PU01752,C406,P94,Travel Guide,Books & Stationery,41.99,2024-01-03
PU01753,C039,P104,Art Book,Books & Stationery,28.17,2024-04-08
PU01754,C079,P24,Streaming Stick,Tech & Electronics,456.85,2024-06-06
PU01755,C180,P104,Art Book,Books & Stationery,82.12,2024-11-04
PU01756,C178,P96,Sketchpad,Books & Stationery,39.47,2024-11-04
PU01757,C185,P50,Cookware Set,Kitchen & Appliances,200.13,2024-11-07
PU01758,C003,P93,Science Fiction Book,Books & Stationery,44.91,2024-03-31
PU01760,C067,P33,Bookshelf,Home & Furniture,333.82,2024-02-02
PU01761,C368,P32,Standing Desk,Home & Furniture,471.78,2024-01-22
PU01762,C238,P33,Bookshelf,Home & Furniture,424.25,2024-10-30
PU01763,C087,P09,Swimwear,Clothing & Apparel,79.59,2024-05-30
PU01764,C409,P100,Comic Book,Books & Stationery,86.16,2024-11-04
PU01765,C441,P17,Laptop,Tech & Electronics,380.39,2024-10-27
PU01766,C374,P44,Bed Frame,Home & Furniture,147.45,2024-09-15
PU01767,C062,P28,Home Security Camera,Tech & Electronics,338.34,2024-09-17
PU01768,C326,P36,Sofa,Home & Furniture,142.7,2024-07-06
PU01769,C006,P87,Umbrella,Accessories & Lifestyle,110.32,2024-03-28
PU01770,C284,P43,Wall Shelf,Home & Furniture,497.76,2024-12-16
PU01771,C001,P06,Running Shorts,Clothing & Apparel,73.0,2024-01-23
PU01772,C428,P28,Home Security Camera,Tech & Electronics,439.0,2024-03-20
PU01773,C336,P13,Raincoat,Clothing & Apparel,103.69,2024-12-06
PU01774,C256,P98,Children's Storybook,Books & Stationery,34.83,2024-04-15
PU01775,C166,P119,Dollhouse,Toys & Games,66.79,2024-08-23
PU01776,C380,P103,Language Workbook,Books & Stationery,10.49,2024-12-16
PU01777,C070,P91,Novel,Books & Stationery,41.13,2024-11-05
PU01780,C070,P98,Children's Storybook,Books & Stationery,30.92,2024-03-01
PU01781,C225,P98,Children's Storybook,Books & Stationery,22.05,2024-03-16
PU01782,C061,P108,Building Blocks,Toys & Games,92.83,2024-09-18
PU01783,C363,P98,Children's Storybook,Books & Stationery,49.53,2024-05-25
PU01784,C296,P36,Sofa,Home & Furniture,296.41,2024-12-12
PU01785,C343,P68,Skipping Rope,Fitness & Sports,25.49,2024-01-05
PU01786,C169,P01,Men's T-Shirt,Clothing & Apparel,111.74,2024-01-05
PU01788,C243,P08,Polo Shirt,Clothing & Apparel,46.34,2024-03-05
PU01789,C265,P104,Art Book,Books & Stationery,27.03,2024-10-28
PU01790,C468,P100,Comic Book,Books & Stationery,36.52,2024-09-22
PU01791,C499,P54,Rice Cooker,Kitchen & Appliances,274.95,2024-04-09
PU01792,C383,P68,Skipping Rope,Fitness & Sports,174.13,2024-12-19
PU01793,C485,P110,Stuffed Animal,Toys & Games,50.15,2024-06-03
PU01795,C225,P66,Boxing Gloves,Fitness & Sports,465.58,2024-11-23
PU01796,C207,P85,Scarf,Accessories & Lifestyle,27.61,2024-07-27
PU01797,C026,P116,Card Game,Toys & Games,177.97,2024-12-28
PU01798,C062,P114,Play Kitchen Set,Toys & Games,58.45,2024-09-27
PU01799,C159,P28,Home Security Camera,Tech & Electronics,424.04,2024-10-25
PU01800,C383,P120,Toy Train Set,Toys & Games,80.84,2024-11-08
PU01802,C342,P36,Sofa,Home & Furniture,268.89,2024-03-17
PU01806,C152,P28,Home Security Camera,Tech & Electronics,484.0,2024-12-20
PU01807,C190,P103,Language Workbook,Books & Stationery,40.89,2024-12-11
PU01809,C342,P99,History Book,Books & Stationery,25.15,2024-04-25
PU01810,C001,P94,Travel Guide,Books & Stationery,34.77,2024-03-10
PU01811,C273,P51,Toaster,Kitchen & Appliances,149.73,2024-09-16
PU01812,C313,P36,Sofa,Home & Furniture,359.33,2024-09-19
PU01813,C481,P43,Wall Shelf,Home & Furniture,136.88,2024-05-05
PU01817,C278,P103,Language Workbook,Books & Stationery,20.93,2024-12-28
PU01818,C233,P61,Tennis Racket,Fitness & Sports,100.1,2024-03-06
PU01819,C258,P87,Umbrella,Accessories & Lifestyle,101.2,2024-05-28
PU01821,C461,P86,Phone Case,Accessories & Lifestyle,119.72,2024-04-09
PU01822,C258,P72,Cycling Shorts,Fitness & Sports,205.92,2024-12-14
PU01825,C380,P82,Key Organizer,Accessories & Lifestyle,104.73,2024-06-22
PU01826,C178,P44,Bed Frame,Home & Furniture,126.32,2024-08-21
PU01827,C054,P87,Umbrella,Accessories & Lifestyle,125.14,2024-01-01
PU01828,C302,P90,Smart Key Finder,Accessories & Lifestyle,119.26,2024-07-30
PU01829,C324,P104,Art Book,Books & Stationery,45.35,2024-01-26
PU01830,C303,P53,Food Processor,Kitchen & Appliances,38.5,2024-12-05
PU01831,C172,P93,Science Fiction Book,Books & Stationery,17.94,2024-04-09
PU01833,C066,P116,Card Game,Toys & Games,20.51,2024-09-06
PU01834,C033,P32,Standing Desk,Home & Furniture,437.54,2024-11-05
PU01835,C110,P69,Hiking Boots,Fitness & Sports,110.34,2024-02-29
PU01836,C182,P119,Dollhouse,Toys & Games,139.56,2024-04-17
PU01837,C460,P33,Bookshelf,Home & Furniture,405.2,2024-12-25
PU01838,C467,P90,Smart Key Finder,Accessories & Lifestyle,125.09,2024-11-02
PU01839,C496,P72,Cycling Shorts,Fitness & Sports,126.97,2024-12-25
PU01842,C269,P27,VR Headset,Tech & Electronics,68.59,2024-04-25
PU01843,C017,P50,Cookware Set,Kitchen & Appliances,133.22,2024-06-28
PU01844,C349,P69,Hiking Boots,Fitness & Sports,223.33,2024-06-30
PU01845,C143,P19,Smartwatch,Tech & Electronics,451.7,2024-08-08
PU01846,C076,P84,Watch,Accessories & Lifestyle,21.68,2024-03-24
PU01847,C080,P102,Self-Help Book,Books & Stationery,13.07,2024-09-18
PU01848,C344,P32,Standing Desk,Home & Furniture,113.51,2024-12-23
PU01851,C423,P119,Dollhouse,Toys & Games,36.4,2024-02-16
PU01852,C085,P14,Joggers,Clothing & Apparel,35.14,2024-02-15
PU01854,C394,P71,Pull-Up Bar,Fitness & Sports,141.18,2024-08-16
PU01855,C048,P35,Bedside Table,Home & Furniture,83.16,2024-09-29
PU01856,C162,P66,Boxing Gloves,Fitness & Sports,154.58,2024-11-17
PU01857,C487,P21,Bluetooth Speaker,Tech & Electronics,417.76,2024-12-14
PU01858,C369,P17,Laptop,Tech & Electronics,462.58,2024-01-06
PU01859,C072,P03,Jeans,Clothing & Apparel,18.92,2024-03-09
PU01860,C007,P48,Air Fryer,Kitchen & Appliances,292.31,2024-02-28
PU01862,C318,P17,Laptop,Tech & Electronics,57.07,2024-02-03
PU01863,C204,P27,VR Headset,Tech & Electronics,683.99,2024-09-07
PU01864,C485,P44,Bed Frame,Home & Furniture,410.89,2024-10-29
PU01865,C328,P79,Sunglasses,Accessories & Lifestyle,264.57,2024-10-06
PU01866,C491,P33,Bookshelf,Home & Furniture,746.82,2024-01-16
PU01867,C173,P67,Exercise Bike,Fitness & Sports,264.21,2024-01-01
PU01868,C368,P97,Planner,Books & Stationery,38.85,2024-02-08
PU01869,C151,P44,Bed Frame,Home & Furniture,177.32,2024-10-13
PU01870,C289,P98,Children's Storybook,Books & Stationery,17.61,2024-01-02
PU01871,C292,P31,Office Chair,Home & Furniture,254.54,2024-02-12
PU01872,C468,P50,Cookware Set,Kitchen & Appliances,96.72,2024-02-20
PU01873,C112,P66,Boxing Gloves,Fitness & Sports,290.74,2024-02-21
PU01874,C420,P03,Jeans,Clothing & Apparel,34.65,2024-11-18
PU01875,C392,P55,Ice Cream Maker,Kitchen & Appliances,190.78,2024-05-07
PU01876,C269,P44,Bed Frame,Home & Furniture,337.98,2024-01-13
PU01879,C451,P76,Handbag,Accessories & Lifestyle,142.88,2024-08-01
PU01881,C282,P94,Travel Guide,Books & Stationery,24.32,2024-08-13
PU01883,C133,P18,Tablet,Tech & Electronics,136.54,2024-01-12
PU01884,C205,P104,Art Book,Books & Stationery,24.14,2024-03-07
PU01885,C018,P03,Jeans,Clothing & Apparel,74.61,2024-07-01
PU01886,C079,P31,Office Chair,Home & Furniture,330.27,2024-01-15
PU01887,C463,P18,Tablet,Tech & Electronics,270.27,2024-12-19
PU01888,C056,P90,Smart Key Finder,Accessories & Lifestyle,18.31,2024-12-11
PU01890,C391,P96,Sketchpad,Books & Stationery,37.38,2024-08-21
PU01891,C353,P23,4K TV,Tech & Electronics,486.39,2024-11-10
PU01892,C216,P38,Recliner Chair,Home & Furniture,89.58,2024-04-16
PU01893,C023,P35,Bedside Table,Home & Furniture,172.53,2024-04-09
PU01894,C070,P87,Umbrella,Accessories & Lifestyle,40.12,2024-11-25
PU01895,C238,P24,Streaming Stick,Tech & Electronics,287.44,2024-05-06
PU01896,C252,P88,Jewelry Box,Accessories & Lifestyle,77.91,2024-05-30
PU01897,C096,P29,Portable Power Bank,Tech & Electronics,303.98,2024-09-18
PU01899,C113,P90,Smart Key Finder,Accessories & Lifestyle,67.43,2024-02-17
PU01900,C317,P66,Boxing Gloves,Fitness & Sports,69.74,2024-03-15
PU01901,C187,P97,Planner,Books & Stationery,24.99,2024-09-22
PU01902,C078,P31,Office Chair,Home & Furniture,163.85,2024-11-18
PU01903,C107,P06,Running Shorts,Clothing & Apparel,62.77,2024-10-21
PU01904,C389,P87,Umbrella,Accessories & Lifestyle,147.41,2024-10-03
PU01905,C300,P110,Stuffed Animal,Toys & Games,188.79,2024-07-22
PU01907,C096,P14,Joggers,Clothing & Apparel,100.74,2024-10-02
PU01909,C095,P116,Card Game,Toys & Games,37.74,2024-07-10
PU01910,C149,P100,Comic Book,Books & Stationery,47.34,2024-06-08
PU01911,C473,P01,Men's T-Shirt,Clothing & Apparel,84.42,2024-11-21
PU01912,C134,P15,Summer Dress,Clothing & Apparel,74.48,2024-07-25
PU01913,C434,P26,E-Reader,Tech & Electronics,325.21,2024-02-12
PU01914,C363,P108,Building Blocks,Toys & Games,50.08,2024-06-19
PU01915,C481,P06,Running Shorts,Clothing & Apparel,44.23,2024-05-04
PU01916,C394,P66,Boxing Gloves,Fitness & Sports,201.02,2024-10-23
PU01917,C371,P120,Toy Train Set,Toys & Games,35.7,2024-12-23
PU01918,C321,P18,Tablet,Tech & Electronics,61.54,2024-11-28
PU01919,C081,P42,Storage Ottoman,Home & Furniture,139.63,2024-11-08
PU01921,C030,P76,Handbag,Accessories & Lifestyle,41.05,2024-07-26
PU01922,C427,P68,Skipping Rope,Fitness & Sports,101.62,2024-05-17
PU01923,C333,P35,Bedside Table,Home & Furniture,235.2,2024-04-22
PU01924,C276,P59,Dish Rack,Kitchen & Appliances,237.16,2024-06-11
PU01925,C066,P68,Skipping Rope,Fitness & Sports,162.9,2024-08-03
PU01926,C422,P32,Standing Desk,Home & Furniture,276.39,2024-03-24
PU01927,C037,P53,Food Processor,Kitchen & Appliances,225.0,2024-06-17
PU01928,C192,P38,Recliner Chair,Home & Furniture,166.07,2024-09-09
PU01931,C322,P05,Casual Sneakers,Clothing & Apparel,87.06,2024-03-12
PU01933,C097,P85,Scarf,Accessories & Lifestyle,225.63,2024-03-04
PU01934,C340,P44,Bed Frame,Home & Furniture,173.96,2024-10-04
PU01935,C104,P86,Phone Case,Accessories & Lifestyle,128.73,2024-06-10
PU01937,C177,P53,Food Processor,Kitchen & Appliances,174.15,2024-03-11
PU01939,C276,P06,Running Shorts,Clothing & Apparel,96.55,2024-12-23
PU01940,C138,P68,Skipping Rope,Fitness & Sports,226.87,2024-11-14
PU01943,C017,P116,Card Game,Toys & Games,72.47,2024-04-28
PU01944,C141,P108,Building Blocks,Toys & Games,18.39,2024-11-09
PU01946,C286,P91,Novel,Books & Stationery,45.59,2024-02-23
PU01947,C014,P97,Planner,Books & Stationery,23.18,2024-12-29
PU01948,C068,P53,Food Processor,Kitchen & Appliances,60.76,2024-06-20
PU01950,C234,P30,Desktop Computer,Tech & Electronics,414.04,2024-11-25
PU01951,C161,P87,Umbrella,Accessories & Lifestyle,94.52,2024-05-07
PU01952,C311,P79,Sunglasses,Accessories & Lifestyle,43.1,2024-10-20
PU01954,C422,P05,Casual Sneakers,Clothing & Apparel,57.32,2024-01-01
PU01955,C107,P54,Rice Cooker,Kitchen & Appliances,285.11,2024-01-18
PU01956,C187,P53,Food Processor,Kitchen & Appliances,296.23,2024-11-03
PU01957,C399,P80,Leather Belt,Accessories & Lifestyle,104.46,2024-05-21
PU01958,C156,P19,Smartwatch,Tech & Electronics,80.21,2024-05-20
PU01960,C431,P36,Sofa,Home & Furniture,253.05,2024-11-22
PU01961,C496,P78,Wallet,Accessories & Lifestyle,21.24,2024-01-02
PU01962,C137,P76,Handbag,Accessories & Lifestyle,50.25,2024-09-26
PU01963,C007,P68,Skipping Rope,Fitness & Sports,95.22,2024-01-12
PU01964,C096,P80,Leather Belt,Accessories & Lifestyle,111.59,2024-09-16
PU01965,C368,P78,Wallet,Accessories & Lifestyle,53.76,2024-01-26
PU01966,C002,P88,Jewelry Box,Accessories & Lifestyle,38.08,2024-07-25
PU01968,C469,P114,Play Kitchen Set,Toys & Games,13.2,2024-03-23
PU01969,C395,P80,Leather Belt,Accessories & Lifestyle,43.03,2024-06-18
PU01970,C367,P104,Art Book,Books & Stationery,18.04,2024-09-29
PU01971,C454,P79,Sunglasses,Accessories & Lifestyle,85.39,2024-03-18
PU01973,C095,P100,Comic Book,Books & Stationery,47.96,2024-08-27
PU01974,C423,P03,Jeans,Clothing & Apparel,22.89,2024-05-21
PU01976,C047,P78,Wallet,Accessories & Lifestyle,60.37,2024-11-10
PU01977,C225,P03,Jeans,Clothing & Apparel,219.42,2024-11-19
PU01978,C392,P09,Swimwear,Clothing & Apparel,103.76,2024-05-02
PU01979,C482,P79,Sunglasses,Accessories & Lifestyle,177.96,2024-07-04
PU01980,C008,P102,Self-Help Book,Books & Stationery,14.01,2024-06-17
PU01981,C247,P53,Food Processor,Kitchen & Appliances,162.91,2024-07-09
PU01982,C468,P120,Toy Train Set,Toys & Games,85.17,2024-11-06
PU01984,C236,P42,Storage Ottoman,Home & Furniture,440.38,2024-11-23
PU01985,C099,P97,Planner,Books & Stationery,31.94,2024-04-07
PU01986,C158,P52,Espresso Machine,Kitchen & Appliances,158.87,2024-11-23
PU01987,C184,P102,Self-Help Book,Books & Stationery,30.66,2024-11-14
PU01988,C021,P28,Home Security Camera,Tech & Electronics,129.46,2024-03-25
PU01989,C423,P47,Microwave Oven,Kitchen & Appliances,64.31,2024-02-15
PU01990,C404,P82,Key Organizer,Accessories & Lifestyle,11.92,2024-12-19
PU01991,C113,P69,Hiking Boots,Fitness & Sports,218.06,2024-02-08
PU01992,C119,P85,Scarf,Accessories & Lifestyle,28.9,2024-09-24
PU01993,C009,P23,4K TV,Tech & Electronics,439.09,2024-10-01
PU01994,C216,P119,Dollhouse,Toys & Games,84.43,2024-03-28
PU01995,C355,P116,Card Game,Toys & Games,29.29,2024-01-11
PU01996,C314,P83,Luggage Set,Accessories & Lifestyle,10.27,2024-08-28
PU01997,C250,P53,Food Processor,Kitchen & Appliances,434.44,2024-11-30
PU01998,C149,P68,Skipping Rope,Fitness & Sports,80.42,2024-01-15
PU01999,C382,P06,Running Shorts,Clothing & Apparel,38.41,2024-09-03
PU02001,C007,P85,Scarf,Accessories & Lifestyle,135.52,2024-04-02
PU02002,C335,P54,Rice Cooker,Kitchen & Appliances,78.99,2024-07-21
PU02004,C444,P36,Sofa,Home & Furniture,298.71,2024-07-12
PU02005,C009,P100,Comic Book,Books & Stationery,35.4,2024-01-30
PU02006,C091,P66,Boxing Gloves,Fitness & Sports,136.16,2024-05-31
PU02008,C303,P116,Card Game,Toys & Games,80.17,2024-04-20
PU02009,C338,P47,Microwave Oven,Kitchen & Appliances,71.59,2024-11-25
PU02010,C326,P52,Espresso Machine,Kitchen & Appliances,201.63,2024-10-24
PU02011,C132,P98,Children's Storybook,Books & Stationery,40.91,2024-05-25
PU02015,C258,P67,Exercise Bike,Fitness & Sports,240.26,2024-04-12
PU02016,C422,P67,Exercise Bike,Fitness & Sports,274.69,2024-10-22
PU02017,C082,P80,Leather Belt,Accessories & Lifestyle,149.23,2024-09-20
PU02018,C438,P01,Men's T-Shirt,Clothing & Apparel,205.3,2024-06-13
PU02019,C080,P25,Digital Camera,Tech & Electronics,400.0,2024-11-02
PU02020,C351,P51,Toaster,Kitchen & Appliances,42.17,2024-08-18
PU02021,C238,P96,Sketchpad,Books & Stationery,33.58,2024-07-24
PU02022,C310,P61,Tennis Racket,Fitness & Sports,189.33,2024-05-14
PU02023,C406,P85,Scarf,Accessories & Lifestyle,37.07,2024-11-22
PU02024,C372,P51,Toaster,Kitchen & Appliances,172.0,2024-06-06
PU02025,C076,P47,Microwave Oven,Kitchen & Appliances,138.78,2024-04-15
PU02027,C053,P48,Air Fryer,Kitchen & Appliances,67.18,2024-12-17
PU02028,C178,P47,Microwave Oven,Kitchen & Appliances,159.77,2024-12-09
PU02029,C060,P26,E-Reader,Tech & Electronics,141.85,2024-09-19
PU02030,C267,P87,Umbrella,Accessories & Lifestyle,57.32,2024-10-18
PU02031,C182,P97,Planner,Books & Stationery,69.47,2024-02-14
PU02032,C154,P15,Summer Dress,Clothing & Apparel,38.47,2024-10-22
PU02033,C259,P38,Recliner Chair,Home & Furniture,464.15,2024-09-05
PU02034,C341,P97,Planner,Books & Stationery,48.56,2024-11-23
PU02035,C152,P61,Tennis Racket,Fitness & Sports,266.48,2024-02-24
PU02036,C284,P91,Novel,Books & Stationery,36.28,2024-07-22
PU02037,C037,P49,Electric Kettle,Kitchen & Appliances,152.12,2024-09-28
PU02038,C435,P90,Smart Key Finder,Accessories & Lifestyle,68.73,2024-04-07
PU02039,C082,P76,Handbag,Accessories & Lifestyle,52.17,2024-05-31
PU02040,C469,P28,Home Security Camera,Tech & Electronics,332.06,2024-12-15
PU02041,C263,P76,Handbag,Accessories & Lifestyle,22.87,2024-05-08
PU02042,C444,P91,Novel,Books & Stationery,31.16,2024-06-07
PU02043,C004,P88,Jewelry Box,Accessories & Lifestyle,57.85,2024-04-21
PU02044,C238,P19,Smartwatch,Tech & Electronics,310.78,2024-10-27
PU02045,C025,P24,Streaming Stick,Tech & Electronics,114.47,2024-02-25
PU02046,C178,P54,Rice Cooker,Kitchen & Appliances,248.8,2024-12-12
PU02047,C142,P80,Leather Belt,Accessories & Lifestyle,18.71,2024-06-23
PU02048,C149,P43,Wall Shelf,Home & Furniture,80.78,2024-10-19
PU02050,C049,P30,Desktop Computer,Tech & Electronics,164.94,2024-05-30
PU02051,C358,P85,Scarf,Accessories & Lifestyle,79.16,2024-02-14
PU02053,C272,P32,Standing Desk,Home & Furniture,333.64,2024-05-05
PU02055,C268,P32,Standing Desk,Home & Furniture,493.45,2024-10-22
PU02056,C158,P96,Sketchpad,Books & Stationery,46.54,2024-11-05
PU02057,C170,P53,Food Processor,Kitchen & Appliances,115.62,2024-05-10
PU02058,C397,P27,VR Headset,Tech & Electronics,105.8,2024-01-23
PU02059,C124,P50,Cookware Set,Kitchen & Appliances,254.32,2024-04-05
PU02060,C151,P97,Planner,Books & Stationery,41.34,2024-12-05
PU02061,C446,P03,Jeans,Clothing & Apparel,41.23,2024-02-12
PU02062,C170,P96,Sketchpad,Books & Stationery,23.48,2024-05-04
PU02063,C142,P59,Dish Rack,Kitchen & Appliances,83.79,2024-02-06
PU02065,C148,P66,Boxing Gloves,Fitness & Sports,194.27,2024-11-16
PU02066,C128,P79,Sunglasses,Accessories & Lifestyle,111.2,2024-08-15
PU02067,C009,P96,Sketchpad,Books & Stationery,93.53,2024-05-17
PU02068,C071,P28,Home Security Camera,Tech & Electronics,392.07,2024-01-10
PU02069,C456,P97,Planner,Books & Stationery,49.07,2024-08-16
PU02071,C467,P82,Key Organizer,Accessories & Lifestyle,49.16,2024-11-12
PU02072,C367,P51,Toaster,Kitchen & Appliances,149.64,2024-12-28
PU02073,C235,P33,Bookshelf,Home & Furniture,72.37,2024-12-05
PU02074,C392,P09,Swimwear,Clothing & Apparel,110.38,2024-08-22
PU02076,C160,P119,Dollhouse,Toys & Games,93.87,2024-08-23
PU02077,C325,P17,Laptop,Tech & Electronics,295.99,2024-03-31
PU02078,C336,P01,Men's T-Shirt,Clothing & Apparel,113.98,2024-09-26
PU02080,C477,P102,Self-Help Book,Books & Stationery,40.03,2024-11-01
PU02084,C095,P94,Travel Guide,Books & Stationery,17.69,2024-01-06
PU02085,C415,P120,Toy Train Set,Toys & Games,54.41,2024-05-03
PU02086,C444,P80,Leather Belt,Accessories & Lifestyle,68.37,2024-12-04
PU02087,C166,P39,Patio Set,Home & Furniture,403.24,2024-10-12
PU02089,C306,P68,Skipping Rope,Fitness & Sports,272.99,2024-05-11
PU02090,C415,P85,Scarf,Accessories & Lifestyle,141.62,2024-08-18
PU02093,C482,P32,Standing Desk,Home & Furniture,767.1,2024-11-04
PU02094,C046,P76,Handbag,Accessories & Lifestyle,102.18,2024-04-13
PU02098,C498,P26,E-Reader,Tech & Electronics,478.68,2024-05-28
PU02099,C217,P24,Streaming Stick,Tech & Electronics,317.93,2024-02-01
PU02100,C492,P41,Wardrobe,Home & Furniture,492.83,2024-04-27
PU02101,C190,P66,Boxing Gloves,Fitness & Sports,197.73,2024-07-13
PU02104,C193,P97,Planner,Books & Stationery,49.07,2024-07-01
PU02105,C108,P83,Luggage Set,Accessories & Lifestyle,108.88,2024-01-14
PU02106,C329,P97,Planner,Books & Stationery,46.76,2024-09-14
PU02107,C239,P21,Bluetooth Speaker,Tech & Electronics,963.6,2024-10-26
